year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brands,car_names,variants,insurance
2012,525000,70000,Petrol,Individual,Manual,Second Owner,13.44 kmpl,2359 CC,198.25 bhp,5.0,Hyundai,Sonata,2.4 GDi MT,Comprehensive
2013,300000,133000,Diesel,Individual,Manual,First Owner,20.3 kmpl,1248 CC,75 bhp,5.0,Fiat,Grande,Punto 1.3 Emotion (Diesel),Third Party
2011,220000,117000,Diesel,Individual,Manual,Second Owner,20.3 kmpl,1248 CC,75 bhp,5.0,Fiat,Grande,Punto 1.3 Emotion (Diesel),Comprehensive
2015,850000,173000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W8 4WD,Third Party
2011,500000,35000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,118 bhp,5.0,Honda,City,1.5 V MT,Comprehensive
2003,59000,70000,Petrol,Individual,Manual,Second Owner,13.2 kmpl,1495 CC,94 bhp,5.0,Hyundai,Accent,GLE,Comprehensive
2011,130000,60000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LX,Third Party
2016,375000,120000,Petrol,Individual,Manual,Second Owner,16.2 kmpl,1199 CC,74 bhp,5.0,Volkswagen,Polo,1.2 MPI Comfortline,Comprehensive
2011,220000,222300,Diesel,Individual,Manual,First Owner,22.07 kmpl,1199 CC,73.9 bhp,5.0,Volkswagen,Polo,Diesel Trendline 1.2L,Third Party
2013,625000,100000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.57 bhp,7.0,Toyota,Innova,2.5 EV (Diesel) PS 7 Seater BS IV,Comprehensive
2013,295000,120000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,5.0,Maruti,Ritz,LDi,Comprehensive
2010,235000,90000,Diesel,Individual,Manual,First Owner,14.0 kmpl,1948 CC,90 bhp,9.0,Tata,Sumo,MKII Turbo 2.0 LX,Third Party
2012,500000,330000,Petrol,Individual,Manual,Second Owner,13.44 kmpl,2359 CC,198.25 bhp,5.0,Hyundai,Sonata,2.4 GDi MT,Comprehensive
2017,509999,20000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,VVT VXI,Third Party
2020,370000,16000,CNG,Individual,Manual,First Owner,33.0 km/kg,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LXI CNG,Comprehensive
2016,370000,30000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,5.0,Hyundai,Grand,i10 Sportz,Comprehensive
2012,300000,210000,Diesel,Individual,Manual,First Owner,17.21 kmpl,1493 CC,100 bhp,7.0,Mahindra,Quanto,C8,Third Party
2015,350000,20000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,5.0,Hyundai,i10,Sportz 1.1L,Comprehensive
2018,395000,20000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5.0,Renault,KWID,1.0 RXT Optional,Third Party
2015,850000,100000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,8.0,Toyota,Innova,2.5 G (Diesel) 8 Seater,Comprehensive
2015,1150000,40000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,7.0,Toyota,Innova,2.5 VX (Diesel) 7 Seater,Comprehensive
2016,3500000,35000,Diesel,Individual,Automatic,First Owner,14.74 kmpl,2993 CC,270.9 bhp,5.0,Jaguar,XF,3.0 Litre S Premium Luxury,Third Party
2012,280000,120000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,5.0,Volkswagen,Vento,Diesel Highline,Comprehensive
2018,775000,50000,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,7.0,Mahindra,TUV,300 T10,Third Party
2012,420000,100000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,5.0,Hyundai,Verna,1.6 SX,Comprehensive
2010,310000,91000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,118 bhp,5.0,Honda,City,1.5 V MT Exclusive,Comprehensive
2017,1550000,50000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,5.0,Jeep,Compass,2.0 Longitude Option BSIV,Third Party
2015,375000,67000,Diesel,Individual,Manual,First Owner,20.4 kmpl,1248 CC,91.7 bhp,5.0,Fiat,Linea,1.3 Multijet Active,Comprehensive
2015,500000,40000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5.0,Hyundai,Grand,i10 Sportz,Third Party
2013,300000,100000,Diesel,Individual,Manual,Second Owner,23.2 kmpl,1248 CC,73.94 bhp,5.0,Maruti,Ritz,ZDi,Comprehensive
2008,155000,120000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,5.0,Honda,City,2017-2020 GXi,Comprehensive
2013,350000,185000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire LDI,Third Party
2016,950000,75000,Diesel,Individual,Automatic,Third Owner,16.0 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,AT W6 2WD,Comprehensive
2015,350000,80000,Diesel,Individual,Manual,Third Owner,24.0 kmpl,1120 CC,70 bhp,5.0,Hyundai,Grand,i10 CRDi Magna,Third Party
2019,1900000,30000,Diesel,Individual,Automatic,First Owner,12.4 kmpl,1999 CC,147.9 bhp,5.0,Isuzu,D-Max,V-Cross Z Prestige,Comprehensive
2020,537000,5000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,5.0,Tata,Nexon,1.2 Revotron XM,Comprehensive
2019,585000,10000,Petrol,Individual,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,5.0,Volkswagen,Polo,2015-2019 1.0 MPI Comfortline,Third Party
2012,350000,140000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,7.0,Maruti,Ertiga,VDI,Comprehensive
2019,700000,19000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5.0,Hyundai,Elite,i20 Sportz Plus BSIV,Third Party
2017,849000,44600,Diesel,Dealer,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7.0,Maruti,Ertiga,SHVS VDI,Comprehensive
2014,574000,28080,Petrol,Dealer,Automatic,First Owner,0.0 kmpl,1197 CC,103.25 bhp,5.0,Volkswagen,Polo,GT TSI BSIV,Comprehensive
2014,484999,28800,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0,Hyundai,i20,Magna 1.2,Third Party
2018,360000,21900,Petrol,Dealer,Manual,First Owner,20.71 kmpl,799 CC,53.26 bhp,5.0,Renault,KWID,RXT,Comprehensive
2014,575000,28100,Petrol,Dealer,Automatic,First Owner,0.0 kmpl,1197 CC,103.25 bhp,5.0,Volkswagen,Polo,GT TSI BSIV,Third Party
2014,550000,110000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,5.0,Honda,City,i DTEC S,Comprehensive
2016,700000,100000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0,Hyundai,i20,Asta 1.4 CRDi,Comprehensive
2019,825000,7673,Diesel,Individual,Automatic,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0,Maruti,Swift,Dzire AMT VDI,Third Party
2008,114999,100000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,5.0,Maruti,Wagon,R LXI Minor,Comprehensive
2009,150000,75000,Petrol,Individual,Manual,Second Owner,15.0 kmpl,1368 CC,90 bhp,5.0,Tata,Manza,Aqua Safire,Third Party
2018,851000,50000,Diesel,Individual,Automatic,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0,Maruti,Swift,Dzire AMT ZDI Plus,Comprehensive
2014,550000,40000,Petrol,Individual,Manual,First Owner,17.43 kmpl,1396 CC,105.5 bhp,5.0,Hyundai,Verna,1.4 VTVT,Comprehensive
2016,890000,40000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7.0,Maruti,Ertiga,SHVS VDI,Third Party
2012,265000,100000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,80 bhp,5.0,Hyundai,i20,1.2 Magna,Comprehensive
2014,900000,110000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,7.0,Mahindra,Scorpio,1.99 S10,Third Party
2013,210000,96272,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,5.0,Chevrolet,Beat,Diesel LS,Comprehensive
2015,1650000,74000,Diesel,Individual,Automatic,First Owner,18.88 kmpl,1995 CC,184 bhp,5.0,BMW,3,Series 320d Prestige,Comprehensive
2011,750000,168000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,7.0,Toyota,Innova,2.5 EV Diesel MS 7 Str BSIII,Third Party
2015,400000,22500,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0,Maruti,Wagon,R VXI BS IV,Comprehensive
2020,925000,7400,Diesel,Individual,Automatic,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza ZDi AMT,Third Party
2011,275000,70000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,5.0,Maruti,Swift,Dzire VXi,Comprehensive
2009,175000,67000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1061 CC,67 bhp,5.0,Maruti,Wagon,R LXI Minor,Comprehensive
2009,155000,110000,Diesel,Individual,Manual,Third Owner,17.7 kmpl,1399 CC,68 bhp,5.0,Ford,Fusion,1.4 TDCi Diesel,Third Party
2012,325000,175000,Diesel,Individual,Manual,Second Owner,21.5 kmpl,1248 CC,88.8 bhp,5.0,Maruti,SX4,VDI,Comprehensive
2014,700000,120000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,9.0,Mahindra,Scorpio,LX BSIV,Third Party
2008,50000,120000,Diesel,Individual,Manual,Third Owner,17.5 kmpl,1396 CC,70 bhp,5.0,Tata,Indica,V2 DiCOR DLG BS-III,Comprehensive
2012,450000,370000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,9.0,Mahindra,Scorpio,LX,Comprehensive
2014,645000,150360,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5.0,Hyundai,Verna,1.6 SX CRDi (O),Third Party
2017,597000,15000,Diesel,Individual,Manual,First Owner,24.7 kmpl,1047 CC,69 bhp,5.0,Tata,Tigor,1.05 Revotorq XZ,Comprehensive
2018,400000,30000,Petrol,Individual,Automatic,Second Owner,24.04 kmpl,999 CC,67 bhp,5.0,Renault,KWID,AMT,Third Party
2009,300000,150000,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,5.0,Maruti,Swift,Vdi BSIII,Comprehensive
2015,573000,100000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI BSIV,Comprehensive
2011,180000,70000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,5.0,Maruti,Alto,K10 LXI,Third Party
2011,70000,40000,Petrol,Individual,Manual,First Owner,26.0 kmpl,624 CC,35 bhp,4.0,Tata,Nano,Lx,Comprehensive
2008,500000,154000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,8.0,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,Third Party
2004,110000,110000,Petrol,Individual,Manual,Second Owner,14.4 kmpl,1599 CC,94 bhp,5.0,Hyundai,Accent,GLS 1.6 ABS,Comprehensive
2013,450000,120000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,7.0,Maruti,Ertiga,VDI,Comprehensive
2013,310000,145000,Diesel,Individual,Manual,First Owner,15.3 kmpl,2956 CC,83.83 bhp,7.0,Tata,Sumo,Gold GX,Third Party
2017,400000,30000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6.0,Mahindra,KUV,100 D75 K8,Comprehensive
2014,390000,90000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,ZDi,Third Party
2011,122000,110000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Comprehensive
2016,741000,70000,Diesel,Individual,Manual,First Owner,15.4 kmpl,1997 CC,120 bhp,7.0,Mahindra,Scorpio,1.99 S4,Comprehensive
2012,330000,40000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,5.0,Hyundai,i20,1.4 CRDi Sportz,Third Party
2010,300000,166000,Diesel,Individual,Manual,Third Owner,12.05 kmpl,2179 CC,120 bhp,8.0,Mahindra,Scorpio,SLE BSIV,Comprehensive
2011,215000,100000,Petrol,Individual,Manual,Third Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0,Hyundai,i10,Sportz,Third Party
2009,150000,75000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,1061 CC,67 bhp,5.0,Maruti,Wagon,R LXI Minor,Comprehensive
2013,250000,42130,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0,Hyundai,EON,Era,Comprehensive
2010,180000,53000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,1197 CC,85.80 bhp,5.0,Maruti,Ritz,LXI,Third Party
2006,150000,106000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,5.0,Maruti,Zen,LXI,Comprehensive
2005,275000,96000,Petrol,Individual,Manual,Second Owner,13.4 kmpl,1794 CC,125 bhp,5.0,Toyota,Corolla,DX,Third Party
2019,556000,10000,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Baleno,Sigma,Comprehensive
2016,550000,37000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5.0,Maruti,Swift,Dzire VXI Optional,Comprehensive
2018,1500000,20000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,138 bhp,7.0,Mahindra,XUV500,AT W9 2WD,Third Party
2017,549000,35000,Petrol,Individual,Manual,First Owner,17.71 kmpl,1197 CC,78.9 bhp,5.0,Toyota,Etios,Liva 1.2 V Dual Tone,Comprehensive
2016,630000,50000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0,Hyundai,i20,2015-2017 Asta 1.2,Third Party
2020,679000,5000,Diesel,Individual,Manual,First Owner,0.0 kmpl,2523 CC,70 bhp,2.0,Mahindra,Bolero,Pik-Up FB 1.7T,Comprehensive
2017,1125000,47000,Diesel,Individual,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,5.0,Hyundai,Creta,1.6 CRDi SX,Comprehensive
2017,680000,71000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5.0,Maruti,Baleno,Alpha 1.3,Third Party
2017,1050000,50000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9 bhp,5.0,Honda,City,i-DTEC ZX,Comprehensive
2015,450000,57000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1248 CC,88.7 bhp,5.0,Tata,Zest,Quadrajet 1.3 XMS,Third Party
2010,210000,43000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,5.0,Maruti,Wagon,R VXI BS IV,Comprehensive
2014,470000,60000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire VDI,Comprehensive
2014,470000,60000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,5.0,Maruti,Swift,Dzire VXI,Third Party
2015,550000,40000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0,Hyundai,i20,Asta 1.4 CRDi,Comprehensive
2011,204999,60000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,5.0,Maruti,A-Star,Vxi,Third Party
2015,950000,30000,Petrol,Individual,Automatic,First Owner,18.0 kmpl,1497 CC,117.3 bhp,5.0,Honda,City,i VTEC CVT VX,Comprehensive
2015,550000,160000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0,Hyundai,i20,Asta Option 1.4 CRDi,Comprehensive
2007,270000,147500,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,7.0,Toyota,Innova,2.5 E Diesel PS 7-Seater,Third Party
2013,280000,90000,Diesel,Individual,Manual,Third Owner,22.07 kmpl,1199 CC,73.9 bhp,5.0,Volkswagen,Polo,Diesel Trendline 1.2L,Comprehensive
2015,630000,70000,Diesel,Individual,Manual,Second Owner,28.09 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Ciaz,ZDi Plus SHVS,Third Party
2007,220000,70000,Petrol,Individual,Manual,First Owner,17.7 kmpl,1497 CC,78 bhp,5.0,Honda,City,2017-2020 EXi,Comprehensive
2014,320000,120000,Diesel,Individual,Manual,First Owner,14.95 kmpl,2489 CC,93.7 bhp,7.0,Mahindra,Xylo,D4,Comprehensive
2013,225000,75000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5.0,Hyundai,EON,Era Plus,Third Party
2010,380000,85000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,118 bhp,5.0,Honda,City,1.5 V MT,Comprehensive
2012,380000,70000,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Swift,Dzire VDi,Third Party
2017,600000,29000,Diesel,Individual,Manual,First Owner,22.0 kmpl,1498 CC,108.495 bhp,5.0,Volkswagen,Ameo,1.5 TDI Highline 16 Alloy,Comprehensive
2014,620000,40000,Diesel,Individual,Manual,Second Owner,13.1 kmpl,2499 CC,141 bhp,7.0,Ford,Endeavour,2.5L 4X2 MT,Comprehensive
2012,500000,90000,Diesel,Individual,Automatic,First Owner,19.08 kmpl,1582 CC,126.32 bhp,5.0,Hyundai,Verna,SX CRDi AT,Third Party
2015,700000,40000,Diesel,Individual,Automatic,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0,Mahindra,TUV,300 T8 AMT,Comprehensive
2015,550000,138000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5.0,Ford,EcoSport,1.5 TDCi Titanium Plus BSIV,Third Party
2016,600000,70000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI Optional,Comprehensive
2019,550000,30000,Petrol,Individual,Manual,Second Owner,19.44 kmpl,999 CC,75 bhp,5.0,Volkswagen,Ameo,1.0 MPI Comfortline,Comprehensive
2013,475000,125000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.3 bhp,5.0,Hyundai,Verna,1.6 CRDI,Third Party
2015,615000,120000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,5.0,Honda,City,i DTEC S,Comprehensive
2013,385000,180000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire LDI,Third Party
2015,500000,20000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5.0,Tata,Zest,Revotron 1.2T XMS,Comprehensive
2012,450000,80000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.8 bhp,5.0,Renault,Duster,85PS Diesel RxL Option,Comprehensive
2014,969999,110000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7.0,Toyota,Innova,2.5 Z Diesel 7 Seater,Third Party
2013,580000,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,5.0,Hyundai,Verna,1.6 SX CRDi (O),Comprehensive
2017,550000,40000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.05 bhp,5.0,Toyota,Platinum,Etios 1.4 GXD,Third Party
2018,780000,30000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,5.0,Honda,WR-V,i-VTEC S,Comprehensive
2014,500000,80000,Diesel,Individual,Manual,First Owner,25.01 kmpl,1498 CC,89.75 bhp,5.0,Ford,Fiesta,1.5 TDCi Titanium,Comprehensive
2011,270000,140000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1968 CC,108.5 bhp,5.0,Skoda,Laura,Ambiente 2.0 TDI CR MT,Third Party
2017,335000,25000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5.0,Maruti,Alto,K10 VXI,Comprehensive
2017,755000,20000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0,Maruti,Swift,Dzire VDI,Third Party
2017,340000,30000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0,Hyundai,EON,Magna Plus,Comprehensive
2009,1000000,80000,Petrol,Individual,Automatic,Third Owner,10.93 kmpl,3498 CC,272 bhp,5.0,Mercedes-Benz,E-Class,E350 Petrol,Comprehensive
2018,1237000,46000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,5.0,Hyundai,Creta,1.6 CRDi SX,Third Party
2013,350000,70000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,5.0,Volkswagen,Polo,Diesel Highline 1.2L,Comprehensive
2000,31000,56194,Petrol,Individual,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,4.0,Maruti,800,Std,Third Party
2018,695000,40000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,ZXI Plus,Comprehensive
2015,270000,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 VXI,Comprehensive
2016,790000,120000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7.0,Maruti,Ertiga,SHVS VDI,Third Party
2016,590000,120000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI Optional,Comprehensive
2017,635000,120000,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,Dzire AMT VXI,Third Party
2015,540000,110000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0,Mahindra,Bolero,2011-2019 ZLX,Comprehensive
2012,265000,67000,Diesel,Individual,Manual,Second Owner,23.08 kmpl,1461 CC,63.12 bhp,5.0,Renault,Pulse,RxZ,Comprehensive
2014,600000,50000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire ZDI,Third Party
2012,409999,100000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.3 bhp,5.0,Hyundai,Verna,1.6 CRDI,Comprehensive
2015,525000,80000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.05 bhp,5.0,Toyota,Etios,GD,Third Party
2011,150000,50000,Diesel,Individual,Manual,First Owner,18.5 kmpl,1399 CC,68 bhp,5.0,Ford,Figo,Diesel EXI Option,Comprehensive
2007,55000,70000,Petrol,Individual,Manual,Third Owner,15.9 kmpl,1298 CC,85 bhp,5.0,Maruti,Esteem,Lxi - BSIII,Comprehensive
2011,130000,70000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,796 CC,35 bhp,5.0,Maruti,Omni,5 Seater BSIV,Third Party
2017,925000,50000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza ZDi Plus Dual Tone,Comprehensive
2017,690000,65000,Diesel,Individual,Manual,Second Owner,21.04 kmpl,1461 CC,83.8 bhp,7.0,Renault,Lodgy,85PS RxE 7 Seater,Third Party
2012,560000,200000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,7.0,Maruti,Ertiga,VDI,Comprehensive
2018,950000,7500,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.50 bhp,5.0,Maruti,Ciaz,Zeta Diesel,Comprehensive
2017,695000,65000,Diesel,Individual,Manual,Second Owner,21.04 kmpl,1461 CC,83.8 bhp,7.0,Renault,Lodgy,85PS RxE 7 Seater,Third Party
2013,450000,35000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,5.0,Maruti,Swift,VXI,Comprehensive
2013,2000000,60000,Diesel,Individual,Automatic,First Owner,16.2 kmpl,2993 CC,235 bhp,5.0,BMW,5,Series 530d,Third Party
2009,229999,71000,Petrol,Individual,Manual,First Owner,16.1 kmpl,1197 CC,85 bhp,5.0,Maruti,Swift,VXi BSIV,Comprehensive
2017,300000,30000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5.0,Maruti,Alto,K10 LXI,Comprehensive
2012,200000,50000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Third Party
2008,725000,80000,Diesel,Individual,Automatic,Second Owner,14.84 kmpl,2143 CC,170 bhp,5.0,Mercedes-Benz,New,C-Class C 220 CDI Elegance AT,Comprehensive
2011,235000,90000,Petrol,Individual,Manual,Second Owner,18.06 kmpl,1198 CC,75 bhp,5.0,Nissan,Micra,XV,Third Party
2017,666000,13000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0,Hyundai,i20,2015-2017 Sportz 1.2,Comprehensive
2000,65000,100000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,4.0,Maruti,800,AC,Comprehensive
2018,834000,30000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,5.0,Honda,WR-V,i-DTEC VX,Third Party
2012,430000,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0,Mahindra,Bolero,2011-2019 SLX,Comprehensive
2010,360000,120000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,5.0,Maruti,Swift,Vdi BSIII,Third Party
2014,240000,70000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0,Hyundai,EON,Era Plus,Comprehensive
2016,210000,210000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI Deca,Comprehensive
2010,135000,148000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,5.0,Tata,Indigo,eCS LE TDI BSIII,Third Party
2017,700000,54188,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0,Mahindra,TUV,300 T6 Plus,Comprehensive
2017,750000,60000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0,Mahindra,TUV,300 T6 Plus,Third Party
2012,425000,90000,Diesel,Individual,Manual,First Owner,20.5 kmpl,1598 CC,103.5 bhp,5.0,Skoda,Rapid,1.6 TDI Elegance,Comprehensive
2011,150000,100000,Petrol,Individual,Manual,Third Owner,18.6 kmpl,1199 CC,79.4 bhp,5.0,Chevrolet,Beat,LT,Comprehensive
